0	BR65472
1	BR69294	<class 'aiohttp.client_exceptions.ClientResponseError'> - '404, message='Not Found', url='https://drive.google.com/file/d/1C-bLCk_FQE2Or4wLntcHoRSYzSCVNdbg/view?usp=sharing'': 'https://drive.google.com/file/d/1C-bLCk_FQE2Or4wLntcHoRSYzSCVNdbg/view?usp=sharing'
1	BR52982	<class 'aiohttp.client_exceptions.ClientResponseError'> - '404, message='Not Found', url='https://drive.google.com/file/d/0BxYkpMdI7rKVOUVDS0VaTlViZEU/view'': 'https://drive.google.com/file/d/0BxYkpMdI7rKVOUVDS0VaTlViZEU/view'
1	BR50989	<class 'aiohttp.client_exceptions.ClientResponseError'> - '404, message='Not Found', url='https://unglobalcompact.org/system/attachments/cop_2017/410671/original/Reporte_Pacto_Global_2017.pdf'': 'https://www.unglobalcompact.org/system/attachments/cop_2017/410671/original/Reporte_Pacto_Global_2017.pdf'
1	BR50113	file exception for 'https://cdn.cse.lk/cmt/upload_report_file/1195_1473328738151.pdf' int() argument must be a string, a bytes-like object or a real number, not 'NoneType'
1	BR57293	<class 'aiohttp.client_exceptions.ClientResponseError'> - '567, message='Unknown Status', url='http://pdf.dfcfw.com/pdf/H2_AN201704270536307593_01.pdf'': 'http://pdf.dfcfw.com/pdf/H2_AN201704270536307593_01.pdf'
1	BR52116	<class 'aiohttp.client_exceptions.ClientResponseError'> - '404, message='Not Found', url='https://unglobalcompact.org/participation/report/cop/create-and-submit/learner/312091'': 'https://www.unglobalcompact.org/participation/report/cop/create-and-submit/learner/312091'
1	BR62075	file exception for 'https://cdn.cse.lk/cmt/upload_report_file/681_1530699636972.pdf' int() argument must be a string, a bytes-like object or a real number, not 'NoneType'
1	BR52947	<class 'aiohttp.client_exceptions.ClientResponseError'> - '404, message='Not Found', url='https://unglobalcompact.org/system/attachments/cop_2018/461936/original/3cora%C3%A7%C3%B5es_Relat%C3%B3rio_de_Sustentabilidade_2016.pdf_.pdf?1521673083='': 'https://www.unglobalcompact.org/system/attachments/cop_2018/461936/original/3cora%C3%A7%C3%B5es_Relat%C3%B3rio_de_Sustentabilidade_2016.pdf_.pdf?1521673083'
1	BR55009	Wrong content-type 'text/html' for 'https://drive.google.com/open?id=1X_RHqN8yMqwlzQz8LfqKtiHsYvz00rKe'
1	BR50956	<class 'aiohttp.client_exceptions.ClientResponseError'> - '404, message='Not Found', url='https://unglobalcompact.org/system/attachments/cop_2017/390881/original/Bexco_SR_2016__KR_.pdf'': 'https://www.unglobalcompact.org/system/attachments/cop_2017/390881/original/Bexco_SR_2016__KR_.pdf'
1	BR57295	<class 'aiohttp.client_exceptions.ClientResponseError'> - '567, message='Unknown Status', url='http://pdf.dfcfw.com/pdf/H2_AN201703270442796798_01.pdf'': 'http://pdf.dfcfw.com/pdf/H2_AN201703270442796798_01.pdf'
1	BR52965	<class 'aiohttp.client_exceptions.ClientResponseError'> - '404, message='Not Found', url='https://unglobalcompact.org/system/attachments/cop_2017/387531/original/Reporte_Sostenibilidad_Corporativa_Cemaco_2016.pdf?1495754015='': 'https://www.unglobalcompact.org/system/attachments/cop_2017/387531/original/Reporte_Sostenibilidad_Corporativa_Cemaco_2016.pdf?1495754015'
1	BR57296	<class 'aiohttp.client_exceptions.ClientResponseError'> - '567, message='Unknown Status', url='http://pdf.dfcfw.com/pdf/H2_AN201704210521280368_01.pdf'': 'http://pdf.dfcfw.com/pdf/H2_AN201704210521280368_01.pdf'
1	BR60801	file exception for 'https://cdn.cse.lk/cmt/upload_report_file/561_1528105825092.pdf' int() argument must be a string, a bytes-like object or a real number, not 'NoneType'
1	BR64588	Wrong content-type 'text/html' for 'https://drive.google.com/open?id=1C1g0p-vFeboRtJDxSKYkEnloBJQnW_PK'
1	BR57297	<class 'aiohttp.client_exceptions.ClientResponseError'> - '567, message='Unknown Status', url='http://pdf.dfcfw.com/pdf/H2_AN201703270442581377_01.pdf'': 'http://pdf.dfcfw.com/pdf/H2_AN201703270442581377_01.pdf'
1	BR50974	<class 'aiohttp.client_exceptions.ClientResponseError'> - '404, message='Not Found', url='https://unglobalcompact.org/system/attachments/cop_2017/448401/original/Sustainability_Report_Biesterfeld_Group_-_2016_-_Online.pdf?1513854093='': 'https://www.unglobalcompact.org/system/attachments/cop_2017/448401/original/Sustainability_Report_Biesterfeld_Group_-_2016_-_Online.pdf?1513854093'
1	BR57298	<class 'aiohttp.client_exceptions.ClientResponseError'> - '567, message='Unknown Status', url='http://pdf.dfcfw.com/pdf/H2_AN201703170415622561_01.pdf'': 'http://pdf.dfcfw.com/pdf/H2_AN201703170415622561_01.pdf'
1	BR57299	<class 'aiohttp.client_exceptions.ClientResponseError'> - '567, message='Unknown Status', url='http://pdf.dfcfw.com/pdf/H2_AN201704280539180783_01.pdf'': 'http://pdf.dfcfw.com/pdf/H2_AN201704280539180783_01.pdf'
1	BR55130	<class 'aiohttp.client_exceptions.ClientResponseError'> - '404, message='Not Found', url='https://unglobalcompact.org/system/attachments/cop_2018/460996/original/CoP_PM_ONSTREET2016-2017.pdf?1518563743='': 'https://www.unglobalcompact.org/system/attachments/cop_2018/460996/original/CoP_PM_ONSTREET2016-2017.pdf?1518563743'
1	BR60765	<class 'aiohttp.client_exceptions.ClientResponseError'> - '404, message='Not Found', url='http://www.cninfo.com.cn/finalpage/2018-03-13/1204469191.PDF'': 'http://www.cninfo.com.cn/finalpage/2018-03-13/1204469191.PDF'
1	BR66658	Wrong content-type 'text/html' for 'https://drive.google.com/file/d/15FsEnSNsLZVG5jP2ylTKan9iB_TIZQS5/view'
1	BR55170	time-out for 'http://www.poya.com.tw/en/csr_report_ch.html' Timeout on reading data from socket
1	BR64763	Wrong content-type 'text/html' for 'https://drive.google.com/file/d/1KhaSDpfyT2WLoCOAozSLxibDbuYsoK5T/view?ths=true'
1	BR66242	file exception for 'https://cdn.cse.lk/cmt/upload_report_file/373_1551865084359.pdf' int() argument must be a string, a bytes-like object or a real number, not 'NoneType'
1	BR62998	<class 'aiohttp.client_exceptions.ClientResponseError'> - '404, message='Not Found', url='https://drive.google.com/open?id=1RsVYUCHqkvByKxhJhdyjD5LxcANzAU-v+'': 'https://drive.google.com/open?id=1RsVYUCHqkvByKxhJhdyjD5LxcANzAU-v '
1	BR57300	<class 'aiohttp.client_exceptions.ClientResponseError'> - '567, message='Unknown Status', url='http://pdf.dfcfw.com/pdf/H2_AN201704260533240603_01.pdf'': 'http://pdf.dfcfw.com/pdf/H2_AN201704260533240603_01.pdf'
1	BR66243	file exception for 'https://cdn.cse.lk/cmt/upload_report_file/1045_1559818272.pdf' int() argument must be a string, a bytes-like object or a real number, not 'NoneType'
1	BR57301	<class 'aiohttp.client_exceptions.ClientResponseError'> - '567, message='Unknown Status', url='http://pdf.dfcfw.com/pdf/H2_AN201703290448660353_01.pdf'': 'http://pdf.dfcfw.com/pdf/H2_AN201703290448660353_01.pdf'
1	BR66958	<class 'aiohttp.client_exceptions.ClientResponseError'> - '404, message='Not Found', url='https://drive.google.com/file/d/1OoM0PSQsy20QQYPlFe4I8Iihf351vz4i/view?usp=sharinghttps://drive.google.com/file/d/1OoM0PSQsy20QQYPlFe4I8Iihf351vz4i/view?usp=sharing'': 'https://drive.google.com/file/d/1OoM0PSQsy20QQYPlFe4I8Iihf351vz4i/view?usp=sharinghttps://drive.google.com/file/d/1OoM0PSQsy20QQYPlFe4I8Iihf351vz4i/view?usp=sharing'
1	BR62030	Wrong content-type 'text/html' for 'https://drive.google.com/file/d/1p9C9VEvBn81gvH6gpse_F12t95F2LT-8/view'
1	BR66828	Wrong content-type 'text/html' for 'https://drive.google.com/file/d/1RRUxZtgrvK_2zJCz_S2nXmh4LnlBFk_h/view'
1	BR57303	<class 'aiohttp.client_exceptions.ClientResponseError'> - '567, message='Unknown Status', url='http://pdf.dfcfw.com/pdf/H2_AN201704250530621038_01.pdf'': 'http://pdf.dfcfw.com/pdf/H2_AN201704250530621038_01.pdf'
1	BR52116	<class 'aiohttp.client_exceptions.ClientResponseError'> - '404, message='Not Found', url='https://unglobalcompact.org/system/attachments/cop_2017/360281/original/PACTO_GLOBAL_2015-2016.pdf'': 'https://www.unglobalcompact.org/system/attachments/cop_2017/360281/original/PACTO_GLOBAL_2015-2016.pdf'
1	BR57304	<class 'aiohttp.client_exceptions.ClientResponseError'> - '567, message='Unknown Status', url='http://pdf.dfcfw.com/pdf/H2_AN201704070484018551_01.pdf'': 'http://pdf.dfcfw.com/pdf/H2_AN201704070484018551_01.pdf'
1	BR51791	Wrong content-type 'text/html' for 'https://drive.google.com/file/d/0B7eB_13EKH3_OXZmalljTkoxVXc/view'
1	BR67269	time-out for 'http://www.mr-onion.com/Uploads/%e4%bc%81%e6%a5%ad%e7%a4%be%e6%9c%83%e8%b2%ac%e4%bb%bb%e5%a0%b1%e5%91%8a%e6%9b%b8(2018).pdf' Connection timeout to host http://www.mr-onion.com/Uploads/%E4%BC%81%E6%A5%AD%E7%A4%BE%E6%9C%83%E8%B2%AC%E4%BB%BB%E5%A0%B1%E5%91%8A%E6%9B%B8(2018).pdf
1	BR66248	file exception for 'https://cdn.cse.lk/cmt/upload_report_file/494_1559562355.pdf' int() argument must be a string, a bytes-like object or a real number, not 'NoneType'
1	BR52933	<class 'aiohttp.client_exceptions.ClientResponseError'> - '404, message='Not Found', url='https://unglobalcompact.org/participation/report/cop/active/318421'': 'https://www.unglobalcompact.org/participation/report/cop/create-and-submit/active/318421'
1	BR57305	<class 'aiohttp.client_exceptions.ClientResponseError'> - '567, message='Unknown Status', url='http://pdf.dfcfw.com/pdf/H2_AN201704280539856662_01.pdf'': 'http://pdf.dfcfw.com/pdf/H2_AN201704280539856662_01.pdf'
1	BR61926	<class 'aiohttp.client_exceptions.ClientResponseError'> - '404, message='Not Found', url='https://drive.google.com/open?id=1deZH_hwvUbepVGfOeZ_lPsiLt5Kd1RnY'': 'https://drive.google.com/open?id=1deZH_hwvUbepVGfOeZ_lPsiLt5Kd1RnY'
1	BR50956	<class 'aiohttp.client_exceptions.ClientResponseError'> - '404, message='Not Found', url='https://unglobalcompact.org/participation/report/cop/active/344771'': 'https://www.unglobalcompact.org/participation/report/cop/create-and-submit/active/344771'
1	BR57307	<class 'aiohttp.client_exceptions.ClientResponseError'> - '567, message='Unknown Status', url='http://pdf.dfcfw.com/pdf/H2_AN201703300452956595_01.pdf'': 'http://pdf.dfcfw.com/pdf/H2_AN201703300452956595_01.pdf'
1	BR54955	file exception for 'https://cdn.cse.lk/cmt/upload_report_file/628_1490696809.pdf' int() argument must be a string, a bytes-like object or a real number, not 'NoneType'
1	BR55130	<class 'aiohttp.client_exceptions.ClientResponseError'> - '404, message='Not Found', url='https://unglobalcompact.org/system/attachments/cop_2018/460996/original/CoP_PM_ONSTREET2016-2017.pdf?1518563743='': 'https://www.unglobalcompact.org/system/attachments/cop_2018/460996/original/CoP_PM_ONSTREET2016-2017.pdf?1518563743'
1	BR53158	<class 'aiohttp.client_exceptions.ClientResponseError'> - '404, message='Not Found', url='https://unglobalcompact.org/system/attachments/cop_2017/379141/original/CSR_Report_2016.pdf'': 'https://www.unglobalcompact.org/system/attachments/cop_2017/379141/original/CSR_Report_2016.pdf'
1	BR57308	<class 'aiohttp.client_exceptions.ClientResponseError'> - '567, message='Unknown Status', url='http://pdf.dfcfw.com/pdf/H2_AN201703170415719726_01.pdf'': 'http://pdf.dfcfw.com/pdf/H2_AN201703170415719726_01.pdf'
1	BR57309	<class 'aiohttp.client_exceptions.ClientResponseError'> - '567, message='Unknown Status', url='http://pdf.dfcfw.com/pdf/H2_AN201703290448897944_01.pdf'': 'http://pdf.dfcfw.com/pdf/H2_AN201703290448897944_01.pdf'
1	BR66346	file exception for 'https://cdn.cse.lk/cmt/upload_report_file/709_1559562076608.pdf' int() argument must be a string, a bytes-like object or a real number, not 'NoneType'
1	BR67036	Wrong content-type 'text/html' for 'https://drive.google.com/file/d/1PFtgRQ75Qj14dooy69gJMQEgk8CNASp6/view?usp=sharing'
1	BR63250	<class 'aiohttp.client_exceptions.ClientResponseError'> - '404, message='Not Found', url='http://www.cninfo.com.cn/finalpage/2018-03-15/1204478349.PDF'': 'http://www.cninfo.com.cn/finalpage/2018-03-15/1204478349.PDF'
1	BR67351	<class 'aiohttp.client_exceptions.ClientResponseError'> - '404, message='Not Found', url='https://drive.google.com/file/d/1Ty5bzy4HWWWrBoYUvy9OUpncnEmr1W_z/view?usp=sharing'': 'https://drive.google.com/file/d/1Ty5bzy4HWWWrBoYUvy9OUpncnEmr1W_z/view?usp=sharing'
1	BR58596	<class 'aiohttp.client_exceptions.ClientResponseError'> - '567, message='Unknown Status', url='http://pdf.dfcfw.com/pdf/H2_AN201804251130377097_1.pdf'': 'http://pdf.dfcfw.com/pdf/H2_AN201804251130377097_1.pdf'
1	BR66250	file exception for 'https://cdn.cse.lk/cmt/upload_report_file/505_1559876050238.pdf' int() argument must be a string, a bytes-like object or a real number, not 'NoneType'
1	BR50086	<class 'aiohttp.client_exceptions.ClientResponseError'> - '404, message='Not Found', url='https://unglobalcompact.org/system/attachments/cop_2017/410161/original/AEL_AR_2016-2017.pdf?1502423166='': 'https://www.unglobalcompact.org/system/attachments/cop_2017/410161/original/AEL_AR_2016-2017.pdf?1502423166'
1	BR58612	<class 'aiohttp.client_exceptions.ClientResponseError'> - '567, message='Unknown Status', url='http://pdf.dfcfw.com/pdf/H2_AN201804111121383803_1.pdf'': 'http://pdf.dfcfw.com/pdf/H2_AN201804111121383803_1.pdf'
1	BR66276	file exception for 'https://cdn.cse.lk/cmt/upload_report_file/506_1559302143.pdf' int() argument must be a string, a bytes-like object or a real number, not 'NoneType'
1	BR66253	file exception for 'https://cdn.cse.lk/cmt/upload_report_file/376_1558952258705.pdf' int() argument must be a string, a bytes-like object or a real number, not 'NoneType'
1	BR62785	file exception for 'https://cdn.cse.lk/cmt/upload_report_file/1075_1534504407161.pdf' int() argument must be a string, a bytes-like object or a real number, not 'NoneType'
1	BR53098	<class 'aiohttp.client_exceptions.ClientResponseError'> - '404, message='Not Found', url='https://unglobalcompact.org/participation/report/cop/active/331981'': 'https://www.unglobalcompact.org/participation/report/cop/create-and-submit/active/331981'
1	BR66550	Wrong content-type 'text/html' for 'https://drive.google.com/file/d/1GI-4U9K5zHeNjSWm05vNIrH1HR2ZPJ5a/view'
1	BR55141	Wrong content-type 'text/html' for 'https://drive.google.com/file/d/1bn0yZssnYVHcvxYWfEE_HCEGEJgBiz1r/view'
1	BR53087	<class 'aiohttp.client_exceptions.ClientResponseError'> - '404, message='Not Found', url='https://unglobalcompact.org/system/attachments/cop_2017/350731/original/COP_Report_2016.pdf'': 'https://www.unglobalcompact.org/system/attachments/cop_2017/350731/original/COP_Report_2016.pdf'
1	BR58627	<class 'aiohttp.client_exceptions.ClientResponseError'> - '567, message='Unknown Status', url='http://pdf.dfcfw.com/pdf/H2_AN201804271132780458_1.pdf'': 'http://pdf.dfcfw.com/pdf/H2_AN201804271132780458_1.pdf'
1	BR66326	file exception for 'https://cdn.cse.lk/cmt/upload_report_file/375_1551352668066.pdf' int() argument must be a string, a bytes-like object or a real number, not 'NoneType'
1	BR66461	<class 'aiohttp.client_exceptions.ClientResponseError'> - '404, message='Not Found', url='https://drive.google.com/file/d/1Tm-x2IqowvLiDO0CSBZLLOcPA_yh7_l7/view?usp=sharing'': 'https://drive.google.com/file/d/1Tm-x2IqowvLiDO0CSBZLLOcPA_yh7_l7/view?usp=sharing'
1	BR58631	<class 'aiohttp.client_exceptions.ClientResponseError'> - '567, message='Unknown Status', url='http://pdf.dfcfw.com/pdf/H2_AN201803261110782292_1.pdf'': 'http://pdf.dfcfw.com/pdf/H2_AN201803261110782292_1.pdf'
1	BR58639	<class 'aiohttp.client_exceptions.ClientResponseError'> - '567, message='Unknown Status', url='http://pdf.dfcfw.com/pdf/H2_AN201803301115022896_1.pdf'': 'http://pdf.dfcfw.com/pdf/H2_AN201803301115022896_1.pdf'
1	BR58640	<class 'aiohttp.client_exceptions.ClientResponseError'> - '567, message='Unknown Status', url='http://pdf.dfcfw.com/pdf/H2_AN201804261131688819_1.pdf'': 'http://pdf.dfcfw.com/pdf/H2_AN201804261131688819_1.pdf'
1	BR60878	file exception for 'https://cdn.cse.lk/cmt/upload_report_file/483_1527671021806.pdf' int() argument must be a string, a bytes-like object or a real number, not 'NoneType'
1	BR58648	<class 'aiohttp.client_exceptions.ClientResponseError'> - '567, message='Unknown Status', url='http://pdf.dfcfw.com/pdf/H2_AN201803281112932560_1.pdf'': 'http://pdf.dfcfw.com/pdf/H2_AN201803281112932560_1.pdf'
1	BR66693	Wrong content-type 'text/html' for 'https://drive.google.com/file/d/1ZebFy-TRR_YQjQFHZfYaDbyjZdlIAwKT/view?ths=true'
1	BR58656	<class 'aiohttp.client_exceptions.ClientResponseError'> - '567, message='Unknown Status', url='http://pdf.dfcfw.com/pdf/H2_AN201803291114699559_1.pdf'': 'http://pdf.dfcfw.com/pdf/H2_AN201803291114699559_1.pdf'
1	BR53098	<class 'aiohttp.client_exceptions.ClientResponseError'> - '404, message='Not Found', url='https://unglobalcompact.org/system/attachments/cop_2017/378421/original/COP_2016_2017.pdf'': 'https://www.unglobalcompact.org/system/attachments/cop_2017/378421/original/COP_2016_2017.pdf'
1	BR55268	<class 'aiohttp.client_exceptions.ClientResponseError'> - '404, message='Not Found', url='https://drive.google.com/file/d/0B_YsU5NSHWeeTUctdEFYay1kaEU/view'': 'https://drive.google.com/file/d/0B_YsU5NSHWeeTUctdEFYay1kaEU/view'
1	BR53087	<class 'aiohttp.client_exceptions.ClientResponseError'> - '404, message='Not Found', url='https://unglobalcompact.org/system/attachments/cop_2017/350731/original/COP_Report_2016.pdf?1483427959='': 'https://www.unglobalcompact.org/system/attachments/cop_2017/350731/original/COP_Report_2016.pdf?1483427959'
1	BR58660	<class 'aiohttp.client_exceptions.ClientResponseError'> - '567, message='Unknown Status', url='http://pdf.dfcfw.com/pdf/H2_AN201804231128364095_1.pdf'': 'http://pdf.dfcfw.com/pdf/H2_AN201804231128364095_1.pdf'
1	BR53158	<class 'aiohttp.client_exceptions.ClientResponseError'> - '404, message='Not Found', url='https://unglobalcompact.org/system/attachments/cop_2017/379141/original/CSR_Report_2016.pdf?1493356885='': 'https://www.unglobalcompact.org/system/attachments/cop_2017/379141/original/CSR_Report_2016.pdf?1493356885'
1	BR68036	<class 'aiohttp.client_exceptions.ClientResponseError'> - '404, message='Not Found', url='https://drive.google.com/drive/folders/1uLjozTA2bkirFyHlKgcm09hxy6UTx2DW'': 'https://drive.google.com/drive/folders/1uLjozTA2bkirFyHlKgcm09hxy6UTx2DW'
1	BR58679	<class 'aiohttp.client_exceptions.ClientResponseError'> - '567, message='Unknown Status', url='http://pdf.dfcfw.com/pdf/H2_AN201803271111612140_1.pdf'': 'http://pdf.dfcfw.com/pdf/H2_AN201803271111612140_1.pdf'
1	BR50989	<class 'aiohttp.client_exceptions.ClientResponseError'> - '404, message='Not Found', url='https://unglobalcompact.org/participation/report/cop/active/364241'': 'https://www.unglobalcompact.org/participation/report/cop/create-and-submit/active/364241'
1	BR52267	<class 'aiohttp.client_exceptions.ClientResponseError'> - '404, message='Not Found', url='https://unglobalcompact.org/system/attachments/cop_2017/439391/original/Memoria_RSC_2016.pdf?1511182079='': 'https://www.unglobalcompact.org/system/attachments/cop_2017/439391/original/Memoria_RSC_2016.pdf?1511182079'
1	BR58066	Wrong content-type 'text/html' for 'https://drive.google.com/file/d/1jChh48yXbQQm6QP1s3ujIYbW0BJcAm1J/view'
1	BR58680	<class 'aiohttp.client_exceptions.ClientResponseError'> - '567, message='Unknown Status', url='http://pdf.dfcfw.com/pdf/H2_AN201803261110701403_1.pdf'': 'http://pdf.dfcfw.com/pdf/H2_AN201803261110701403_1.pdf'
1	BR60881	file exception for 'https://cdn.cse.lk/cmt/upload_report_file/672_1531216319334.pdf' int() argument must be a string, a bytes-like object or a real number, not 'NoneType'
1	BR66736	Wrong content-type 'text/html' for 'https://drive.google.com/file/d/1I0PNtI9C3caytm8KNBuwW5KVf5cezxFw/view'
1	BR57320	<class 'aiohttp.client_exceptions.ClientResponseError'> - '567, message='Unknown Status', url='http://pdf.dfcfw.com/pdf/H2_AN201703300453339193_01.pdf'': 'http://pdf.dfcfw.com/pdf/H2_AN201703300453339193_01.pdf'
1	BR62238	file exception for 'https://cdn.cse.lk/cmt/upload_report_file/901_1534389966156.pdf' int() argument must be a string, a bytes-like object or a real number, not 'NoneType'
1	BR52287	<class 'aiohttp.client_exceptions.ClientResponseError'> - '404, message='Not Found', url='https://unglobalcompact.org/system/attachments/cop_2017/414001/original/MEMORIA_DE_SOSTENIBILIDAD_2016.pdf'': 'https://www.unglobalcompact.org/system/attachments/cop_2017/414001/original/MEMORIA_DE_SOSTENIBILIDAD_2016.pdf'
1	BR57324	<class 'aiohttp.client_exceptions.ClientResponseError'> - '567, message='Unknown Status', url='http://pdf.dfcfw.com/pdf/H2_AN201703230431317069_01.pdf'': 'http://pdf.dfcfw.com/pdf/H2_AN201703230431317069_01.pdf'
1	BR52334	<class 'aiohttp.client_exceptions.ClientResponseError'> - '404, message='Not Found', url='https://unglobalcompact.org/system/attachments/cop_2017/375731/original/Memoria_de_Sostenibilidad_2016_EPMAPS_-_AGUA_DE_QUITO.pdf'': 'https://www.unglobalcompact.org/system/attachments/cop_2017/375731/original/Memoria_de_Sostenibilidad_2016_EPMAPS_-_AGUA_DE_QUITO.pdf'
1	BR57330	<class 'aiohttp.client_exceptions.ClientResponseError'> - '567, message='Unknown Status', url='http://pdf.dfcfw.com/pdf/H2_AN201803211107769634_1.pdf'': 'http://pdf.dfcfw.com/pdf/H2_AN201803211107769634_1.pdf'
1	BR52266	<class 'aiohttp.client_exceptions.ClientResponseError'> - '404, message='Not Found', url='https://unglobalcompact.org/system/attachments/cop_2018/458581/original/EMA_Memoria_2016.pdf?1517482559='': 'https://www.unglobalcompact.org/system/attachments/cop_2018/458581/original/EMA_Memoria_2016.pdf?1517482559'
1	BR53197	<class 'aiohttp.client_exceptions.ClientResponseError'> - '404, message='Not Found', url='https://unglobalcompact.org/system/attachments/cop_2017/403801/original/IRS_2016_completo.pdf?1500420616='': 'https://www.unglobalcompact.org/system/attachments/cop_2017/403801/original/IRS_2016_completo.pdf?1500420616'
1	BR52280	<class 'aiohttp.client_exceptions.ClientResponseError'> - '404, message='Not Found', url='https://unglobalcompact.org/system/attachments/cop_2017/407411/original/EMTR_SA_Reporte_de_Sustentabilidad_2016.pdf'': 'https://www.unglobalcompact.org/system/attachments/cop_2017/407411/original/EMTR_SA_Reporte_de_Sustentabilidad_2016.pdf'
1	BR60882	file exception for 'https://cdn.cse.lk/cmt/upload_report_file/712_1527502842592.pdf' int() argument must be a string, a bytes-like object or a real number, not 'NoneType'
1	BR57334	<class 'aiohttp.client_exceptions.ClientResponseError'> - '567, message='Unknown Status', url='http://pdf.dfcfw.com/pdf/H2_AN201803281113132572_1.pdf'': 'http://pdf.dfcfw.com/pdf/H2_AN201803281113132572_1.pdf'
1	BR50210	file exception for 'https://cdn.cse.lk/cmt/upload_report_file/1121_1496749110.pdf' int() argument must be a string, a bytes-like object or a real number, not 'NoneType'
1	BR57338	<class 'aiohttp.client_exceptions.ClientResponseError'> - '567, message='Unknown Status', url='http://pdf.dfcfw.com/pdf/H2_AN201804101120615206_1.pdf'': 'http://pdf.dfcfw.com/pdf/H2_AN201804101120615206_1.pdf'
1	BR53274	<class 'aiohttp.client_exceptions.ClientResponseError'> - '401, message='Unauthorized', url='https://drive.google.com/file/d/0B2LZF-Im_Ww9LTNsdWpjTDRoemM/view'': 'https://drive.google.com/file/d/0B2LZF-Im_Ww9LTNsdWpjTDRoemM/view'
1	BR51700	<class 'aiohttp.client_exceptions.ClientResponseError'> - '404, message='Not Found', url='https://unglobalcompact.org/system/attachments/cop_2017/367471/original/Informe_y_Balance_Comfama_2016.pdf'': 'https://www.unglobalcompact.org/system/attachments/cop_2017/367471/original/Informe_y_Balance_Comfama_2016.pdf'
1	BR53215	<class 'aiohttp.client_exceptions.ClientResponseError'> - '404, message='Not Found', url='https://unglobalcompact.org/system/attachments/cop_2017/351741/original/COP_2016.pdf'': 'https://www.unglobalcompact.org/system/attachments/cop_2017/351741/original/COP_2016.pdf'
1	BR61240	time-out for 'http://media.corporate-ir.net/media_files/IROL/14/146157/Laporan-Keberlanjutan-Bank-Mandiri-Tahun-Buku-2017---bilingual--.pdf' Timeout on reading data from socket
1	BR61309	<class 'aiohttp.client_exceptions.ClientResponseError'> - '404, message='Not Found', url='https://drive.google.com/file/d/1wq3CML5YJN6Rn-ZD9hClZADtOAm7ZVcZ/view?usp=sharing'': 'https://drive.google.com/file/d/1wq3CML5YJN6Rn-ZD9hClZADtOAm7ZVcZ/view?usp=sharing'
1	BR57353	<class 'aiohttp.client_exceptions.ClientResponseError'> - '567, message='Unknown Status', url='http://pdf.dfcfw.com/pdf/H2_AN201804231128536586_1.pdf'': 'http://pdf.dfcfw.com/pdf/H2_AN201804231128536586_1.pdf'
1	BR67108	Wrong content-type 'text/html' for 'https://drive.google.com/file/d/1n0eHH54lsbBSqItm4NBKvSqk1Tu0pxWX/view?usp=sharing'
1	BR66597	<class 'aiohttp.client_exceptions.ClientResponseError'> - '404, message='Not Found', url='https://drive.google.com/file/d/1gketZSw3sPrycfCVN3uIMK6JRaNEh9wF/view?ths=true'': 'https://drive.google.com/file/d/1gketZSw3sPrycfCVN3uIMK6JRaNEh9wF/view?ths=true'
1	BR51700	<class 'aiohttp.client_exceptions.ClientResponseError'> - '404, message='Not Found', url='https://unglobalcompact.org/system/attachments/cop_2017/367471/original/Informe_y_Balance_Comfama_2016.pdf?1489517654='': 'https://www.unglobalcompact.org/system/attachments/cop_2017/367471/original/Informe_y_Balance_Comfama_2016.pdf?1489517654'
1	BR62321	file exception for 'https://cdn.cse.lk/cmt/upload_report_file/683_1528264786776.pdf' int() argument must be a string, a bytes-like object or a real number, not 'NoneType'
1	BR51782	<class 'aiohttp.client_exceptions.ClientResponseError'> - '404, message='Not Found', url='https://unglobalcompact.org/system/attachments/cop_2017/424611/original/COP_2016_2017.pdf?1507313860='': 'https://www.unglobalcompact.org/system/attachments/cop_2017/424611/original/COP_2016_2017.pdf?1507313860'
1	BR51731	<class 'aiohttp.client_exceptions.ClientResponseError'> - '404, message='Not Found', url='https://unglobalcompact.org/system/attachments/cop_2016/308971/original/COMUNICACION_DE_PROGRESO_2015_-_2016.pdf'': 'https://www.unglobalcompact.org/system/attachments/cop_2016/308971/original/COMUNICACION_DE_PROGRESO_2015_-_2016.pdf'
1	BR51731	<class 'aiohttp.client_exceptions.ClientResponseError'> - '404, message='Not Found', url='https://unglobalcompact.org/system/attachments/cop_2016/308971/original/COMUNICACION_DE_PROGRESO_2015_-_2016.pdf?1471136263='': 'https://www.unglobalcompact.org/system/attachments/cop_2016/308971/original/COMUNICACION_DE_PROGRESO_2015_-_2016.pdf?1471136263'
1	BR51782	<class 'aiohttp.client_exceptions.ClientResponseError'> - '404, message='Not Found', url='https://unglobalcompact.org/system/attachments/cop_2017/424611/original/COP_2016_2017.pdf?1507313860='': 'https://www.unglobalcompact.org/system/attachments/cop_2017/424611/original/COP_2016_2017.pdf?1507313860'
1	BR51904	<class 'aiohttp.client_exceptions.ClientResponseError'> - '401, message='Unauthorized', url='https://drive.google.com/file/d/0B4YkC9YAreFudU5qb1k2YzNMQkU/view'': 'https://drive.google.com/file/d/0B4YkC9YAreFudU5qb1k2YzNMQkU/view'
1	BR62786	file exception for 'https://cdn.cse.lk/cmt/upload_report_file/364_1522835824559.pdf' int() argument must be a string, a bytes-like object or a real number, not 'NoneType'
